InventoryID,Glottocode,ISO6393,LanguageName,SpecificDialect,GlyphID,Phoneme,Allophones,Marginal,SegmentClass,Source,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
26,lakk1238,lbc,Lakkia,NA,006B+02B2+02B0,kʲʰ,kʲʰ,NA,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,-,-,+,-,-,-,-,-
26,lakk1238,lbc,Lakkia,NA,014B+02B2,ŋʲ,ŋʲ,NA,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
26,lakk1238,lbc,Lakkia,NA,014B+02B7,ŋʷ,ŋʷ,NA,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
26,lakk1238,lbc,Lakkia,NA,014B+0325+02B2,ŋ̥ʲ,ŋ̥ʲ,NA,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
26,lakk1238,lbc,Lakkia,NA,026C,ɬ,ɬ,NA,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
26,lakk1238,lbc,Lakkia,NA,02E8+02E7+02E9,˨˧˩,˨˧˩,NA,tone,spa,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,lakk1238,lbc,Lakkia,NA,0061+0306,ă,ă,NA,vowel,spa,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,0061+0306+0303,ẵ,ẵ,NA,vowel,spa,0,-,+,+,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,0065+0306,ĕ,ĕ,NA,vowel,spa,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,0069+0065,ie,ie,NA,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,0069+0065+0303,iẽ,iẽ,NA,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,"-,+",-,-,0,0,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,0069+0306,ĭ,ĭ,NA,vowel,spa,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,006F+0306+0303,ŏ̃,ŏ̃,NA,vowel,spa,0,-,+,+,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,0075+006F,uo,uo,NA,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"+,-",-,-,+,+,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,0075+0306,ŭ,ŭ,NA,vowel,spa,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,0075+0306+0303,ŭ̃,ŭ̃,NA,vowel,spa,0,-,+,+,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,0254+0303,ɔ̃,ɔ̃,NA,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,025B+0306,ɛ̆,ɛ̆,NA,vowel,spa,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
26,lakk1238,lbc,Lakkia,NA,025B+0306+0303,ɛ̆̃,ɛ̆̃,NA,vowel,spa,0,-,+,+,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
27,thai1261,tha,Thai,NA,0258+02D0,ɘː,ɘː,NA,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,+,-,-,+,-,-,-,0,-,-,0
28,bouy1240,pcc,Yay,NA,02E5+02E9,˥˩,˥˩,NA,tone,spa,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,bouy1240,pcc,Yay,NA,02E9+02E5,˩˥,˩˥,NA,tone,spa,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,plat1254,plt,Malagasy,NA,006D+0070,ᵐp,mp,NA,consonant,spa,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-
31,plat1254,plt,Malagasy,NA,006E+0064+007A,ⁿdz,ndz,NA,consonant,spa,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
31,plat1254,plt,Malagasy,NA,006E+0074,ⁿt,nt,NA,consonant,spa,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-
31,plat1254,plt,Malagasy,NA,006E+0074+0073,ⁿts,nts,NA,consonant,spa,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-
31,plat1254,plt,Malagasy,NA,014B+006B,ᵑk,ŋk ŋkʲ,NA,consonant,spa,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,-
31,plat1254,plt,Malagasy,NA,0256+0072+0320,ɖr̠,ɖr̠,NA,consonant,spa,0,-,-,-,-,+,"-,+","-,+",-,"-,+",-,"-,+",-,-,-,0,0,+,-,"-,+",-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
31,plat1254,plt,Malagasy,NA,0273+0256+0072+0320,ɳɖr̠,ɳɖr̠,NA,consonant,spa,0,-,-,-,-,+,"+,-,+","-,-,+",-,"-,-,+",-,"-,-,+","+,-,-",-,-,0,0,+,-,"-,-,+",-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
31,plat1254,plt,Malagasy,NA,0273+0288+0072+0320+0325,ɳʈr̠̥,ɳʈr̠̥,NA,consonant,spa,0,-,-,-,-,+,"+,-,+","-,-,+",-,"-,-,+",-,"-,-,+","+,-,-",-,-,0,0,+,-,"-,-,+",-,-,0,0,0,0,0,0,0,"+,-,-",-,-,-,-,-,-,-
31,plat1254,plt,Malagasy,NA,0288+0072+0320+0325,ʈr̠̥,ʈʂ͇ ʈr̠̥,NA,consonant,spa,0,-,-,-,-,+,"-,+","-,+",-,"-,+",-,"-,+",-,-,-,0,0,+,-,"-,+",-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
33,bata1289,bbc,Batak,NA,0280,ʀ,ʀ,NA,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
34,saba1265,snv,Sa'ban,NA,0062+0348,b͈,b͈,NA,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,+,-,-,-
34,saba1265,snv,Sa'ban,NA,0064+0320+0348+0292,d̠͈ʒ,d̠͈ʒ,NA,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,+,-,-,-
34,saba1265,snv,Sa'ban,NA,0064+0348,d͈,d͈,NA,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,+,-,-,-
34,saba1265,snv,Sa'ban,NA,006C+0329,l̩,l̩,NA,consonant,spa,0,-,+,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
34,saba1265,snv,Sa'ban,NA,0072+0329,r̩,r̩,NA,consonant,spa,0,-,+,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
34,saba1265,snv,Sa'ban,NA,0073+02D0,sː,sː,NA,consonant,spa,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
34,saba1265,snv,Sa'ban,NA,0272+0329,ɲ̩,ɲ̩,NA,consonant,spa,0,-,+,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
34,saba1265,snv,Sa'ban,NA,0282+0347,ʂ͇,ʂ͇,NA,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
36,java1254,jav,Javanese,NA,0064+032A+0324+0325,d̪̤̥,d̪̤̥,NA,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
36,java1254,jav,Javanese,NA,006C+0324,l̤,l̤,NA,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
39,iaai1238,iai,Iai,NA,0062+02B7,bʷ,bʷ,NA,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
39,iaai1238,iai,Iai,NA,006D+02B7,mʷ,mʷ,NA,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
39,iaai1238,iai,Iai,NA,006D+0325+02B7,m̥ʷ,m̥ʷ,NA,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
39,iaai1238,iai,Iai,NA,0278,ɸ,ɸ,NA,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
39,iaai1238,iai,Iai,NA,0153,œ,œ,NA,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
40,kali1299,khl,Kaliai,NA,0261+0263,ɡɣ,ɡɣ ɡ,NA,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
42,maor1246,mri,Maori,NA,0251+02D0,ɑː,ɑː,NA,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,-,-,+,-,-,-,0,-,-,0
44,anta1253,ant,Western Desert,NA,006C+033B,l̻,l̻ l̪,NA,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
44,anta1253,ant,Western Desert,NA,0074+033B,t̻,d̻ t̪ t̻ d̪,NA,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
49,nung1290,nuy,Nunggubuyu,NA,0063+031F,c̟,c̟ ɟ̟ c̟ʰ,NA,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
49,nung1290,nuy,Nunggubuyu,NA,0272+031F,ɲ̟,ɲ̟,NA,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
50,alaw1244,alh,Alawa,NA,0272+031F+029D+031F,ɲ̟ʝ̟,ɲ̟ʝ̟,NA,consonant,spa,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
50,alaw1244,alh,Alawa,NA,0273+0256,ⁿɖ,ɳɖ ɳɖ,NA,consonant,spa,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
50,alaw1244,alh,Alawa,NA,028E+031F,ʎ̟,ʎ̟,NA,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
52,nucl1632,set,Sentani,NA,027A,ɺ,ɺ ɺ,NA,consonant,spa,0,-,-,-,-,+,+,+,0,+,+,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
53,kwom1262,kmo,Washkuk,NA,006D+0062+02B7,mbʷ,mbʷ,NA,consonant,spa,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,"-,+",-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
53,kwom1262,kmo,Washkuk,NA,014B+0261+02B7,ᵑɡʷ,ŋɡʷ,NA,consonant,spa,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,"-,+",+,-,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
53,kwom1262,kmo,Washkuk,NA,0278+02B7,ɸʷ,pʷ ɸʷ,NA,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
54,tamn1235,tml,Asmat,NA,0070+02B7,pʷ,pʷ,NA,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
59,sele1250,spl,Selepet,NA,0276+031D,ɶ̝,ɑ ɶ̝,NA,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,0,-,-,0,-,-,+,-,-,-,0,-,-,0
62,kala1399,kal,Inuit,NA,0066+02D0,fː,ɸː fː,NA,consonant,spa,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
62,kala1399,kal,Inuit,NA,0071+02D0,qː,qː,NA,consonant,spa,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
62,kala1399,kal,Inuit,NA,0073+033B+02D0,s̻ː,s̻ː,NA,consonant,spa,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
62,kala1399,kal,Inuit,NA,0074+02D0+0073,tːs,tːs tːs,NA,consonant,spa,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
62,kala1399,kal,Inuit,NA,0078+02D0,xː,xː,NA,consonant,spa,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
62,kala1399,kal,Inuit,NA,026C+02D0,ɬː,ɬː,NA,consonant,spa,0,-,-,-,+,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
62,kala1399,kal,Inuit,NA,0274,ɴ,ɴ,NA,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
62,kala1399,kal,Inuit,NA,0274+02D0,ɴː,ɴː,NA,consonant,spa,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
62,kala1399,kal,Inuit,NA,0283+02D0,ʃː,ʃː,NA,consonant,spa,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
62,kala1399,kal,Inuit,NA,03C7+02D0,χː,χː,NA,consonant,spa,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
63,chip1261,chp,Chipewyan,NA,006B+0078,kx,kx,NA,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
63,chip1261,chp,Chipewyan,NA,006B+0078+02B7,kxʷ,kxʷ,NA,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
63,chip1261,chp,Chipewyan,NA,0074+0078,tx,tx,NA,consonant,spa,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,-,-,"-,+",+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
63,chip1261,chp,Chipewyan,NA,0074+026C,tɬ,tɬ,NA,consonant,spa,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
63,chip1261,chp,Chipewyan,NA,0074+026C+02B0,tɬʰ,tɬʰ,NA,consonant,spa,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,"-,+",-,-,-,-,-
63,chip1261,chp,Chipewyan,NA,0074+026C+02BC,tɬʼ,tɬʼ,NA,consonant,spa,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,"-,+",-,"-,+",-,-
63,chip1261,chp,Chipewyan,NA,0074+032A+03B8,t̪θ,t̪θ,NA,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
63,chip1261,chp,Chipewyan,NA,0074+032A+03B8+02B0,t̪θʰ,t̪θʰ,NA,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
63,chip1261,chp,Chipewyan,NA,0074+032A+03B8+02BC,t̪θʼ,t̪θʼ,NA,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
63,chip1261,chp,Chipewyan,NA,0263+02B7,ɣʷ,ɣʷ w,NA,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
63,chip1261,chp,Chipewyan,NA,025B+0303+02D0,ɛ̃ː,ɛ̃ː,NA,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
64,tolo1259,tol,Chasta Costa,NA,0288+0282+02BC,ʈʂʼ,ʈʂʼ,NA,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
65,hupa1239,hup,Hupa,NA,0063+02BC,cʼ,cʼ,NA,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,+,-,+,-,-
65,hupa1239,hup,Hupa,NA,0068+02B7,hʷ,hʷ,NA,consonant,spa,0,-,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
65,hupa1239,hup,Hupa,NA,0074+033B+0073+033B+02B0,t̻s̻ʰ,t̻s̻ʰ,NA,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
66,nava1243,nav,Navaho,NA,02C0+006A,ˀj,ˀj,NA,consonant,spa,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,"+,-",-,-,-,-
66,nava1243,nav,Navaho,NA,006F+0303+02D0,õː,õː ũː,NA,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,-,-,0
67,nort2938,hdn,Haida,NA,0064+006C,dl,dl,NA,consonant,spa,0,-,-,-,-,+,"-,+","-,+",-,"-,+",-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
67,nort2938,hdn,Haida,NA,0071+02B7,qʷ,qʷ,NA,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,-
70,nuuc1236,nuk,Nootka,NA,0294+02E4,ʔˤ,ʔˤ,NA,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,+,-,-,-,-,+,-,-,-,-
72,east2542,ojg,Ojibwa,NA,006B+0348+02D0,k͈ː,k͈ː k͈ʷː k͈ʲː,NA,consonant,spa,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,+,-,-,-
72,east2542,ojg,Ojibwa,NA,0070+0348+02D0,p͈ː,p͈ː,NA,consonant,spa,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
72,east2542,ojg,Ojibwa,NA,0073+0348+02D0,s͈ː,s͈ː,NA,consonant,spa,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
72,east2542,ojg,Ojibwa,NA,0074+0320+0348+0283+02D0,t̠͈ʃː,t̠͈ʃː,NA,consonant,spa,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
72,east2542,ojg,Ojibwa,NA,0074+0348+02D0,t͈ː,t͈ː,NA,consonant,spa,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
72,east2542,ojg,Ojibwa,NA,0283+0348+02D0,ʃ͈ː,ʃ͈ʲː ʃ͈ː,NA,consonant,spa,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
73,unam1242,unm,Delaware,NA,0068+02D0,hː,hː,NA,consonant,spa,0,-,-,-,+,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
73,unam1242,unm,Delaware,NA,00E6+0303+02D0,æ̃ː,æ̃ː,NA,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,-,-,0
73,unam1242,unm,Delaware,NA,0254+0303+02D0,ɔ̃ː,ɔ̃ː,NA,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
73,unam1242,unm,Delaware,NA,0259+0303+02D0,ə̃ː,ə̃ː,NA,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
75,lako1247,lkt,Dakota,NA,0073+02BC,sʼ,sʼ,NA,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
75,lako1247,lkt,Dakota,NA,0078+02BC,xʼ,xʼ,NA,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,-
77,onei1249,one,Oneida,NA,0259+0303,ə̃,ə̃ ə̥̃,NA,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
77,onei1249,one,Oneida,NA,0264+031E,ɤ̞,ɤ̞ ɤ̞̥,NA,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,-,-,0
77,onei1249,one,Oneida,NA,0264+031E+02D0,ɤ̞ː,ɤ̞ː,NA,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,-,-,0
77,onei1249,one,Oneida,NA,026F+0303,ɯ̃,ɯ̥̃ ɯ̃,NA,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
