a	a	k
a	e	y
a	g	g
a	y
a	z
b	a
b	e
b	e	f
b	g
b	u	g
b	x	r
c	b	k
c	b	t
c	b	u
c	r	h
c	s
e	u
g	h	s
g	n
h	s	b
h	u
h	y
i	u
k	a
k	n
k	o
k	s	r
k	u	p
k	y
m	g
m	k
n	a	f
o	m	w
r	o
s	h	i
s	i
s	q
t	e
t	g
t	o
t	r
t	t
u	g
u	k
u	s	a
u	z
v	a	r
v	i	v
v	i
w	b	p
w	o
y	i
z	o	s
a	r	n
b	m	u
c	a
c	h	m
c	n	i
c	o	f
d	y	o
e	s
h	i
i	d
k	e	a
k	y	z
m	c	f
m	l
m	n	b
m	t
m	y	v
n	e
p	a	g
p	i	b
r	w	o
s	k
s	m
s	w
