final_voiced_obstruents,final_voiceless_obstruents,final_obstruents
0.10840471092077088,0.21011777301927195,0.31852248394004284
0.11054603854389722,0.2044967880085653,0.3150428265524625
0.10010706638115632,0.21038543897216275,0.31049250535331907
0.10706638115631692,0.2085117773019272,0.3155781584582441
0.10251605995717344,0.20529978586723768,0.3078158458244111
0.10117773019271949,0.20529978586723768,0.30647751605995716
0.10117773019271949,0.20904710920770878,0.3102248394004283
0.10813704496788008,0.20958244111349036,0.31771948608137046
0.10251605995717344,0.20637044967880086,0.3088865096359743
0.10679871520342613,0.21011777301927195,0.3169164882226981
0.10091006423982869,0.21440042826552463,0.3153104925053533
0.10546038543897217,0.20369379014989294,0.3091541755888651
0.1006423982869379,0.21011777301927195,0.31076017130620986
0.10385438972162742,0.2117237687366167,0.3155781584582441
0.10786937901498929,0.20958244111349036,0.31745182012847967
0.10010706638115632,0.20690578158458245,0.30701284796573874
0.09850107066381156,0.2082441113490364,0.30674518201284795
0.10465738758029978,0.2082441113490364,0.31290149892933616
0.10546038543897217,0.20610278372591007,0.31156316916488225
0.10546038543897217,0.20985010706638116,0.3153104925053533
0.10706638115631692,0.21413276231263384,0.32119914346895073
0.09903640256959315,0.20663811563169165,0.3056745182012848
0.10144539614561028,0.20958244111349036,0.31102783725910066
0.10572805139186295,0.21386509635974305,0.319593147751606
0.10546038543897217,0.2082441113490364,0.31370449678800855
0.09983940042826553,0.20556745182012848,0.305406852248394
0.1003747323340471,0.20985010706638116,0.3102248394004283
0.10626338329764454,0.215203426124197,0.3214668094218415
0.10224839400428265,0.20663811563169165,0.3088865096359743
0.10251605995717344,0.2082441113490364,0.31076017130620986
0.1041220556745182,0.21065310492505354,0.3147751605995717
0.10278372591006424,0.2114561027837259,0.31423982869379014
0.10251605995717344,0.2042291220556745,0.30674518201284795
0.1006423982869379,0.21413276231263384,0.3147751605995717
0.1041220556745182,0.21386509635974305,0.31798715203426126
0.10813704496788008,0.21011777301927195,0.31825481798715205
0.10385438972162742,0.21547109207708778,0.3193254817987152
0.10251605995717344,0.21252676659528907,0.3150428265524625
0.10733404710920771,0.21065310492505354,0.31798715203426126
0.10144539614561028,0.2082441113490364,0.3096895074946467
0.10492505353319058,0.20289079229122056,0.3078158458244111
0.10305139186295503,0.21654175588865096,0.319593147751606
0.10733404710920771,0.20770877944325483,0.3150428265524625
0.10599571734475374,0.21118843683083513,0.3171841541755889
0.10305139186295503,0.21118843683083513,0.31423982869379014
0.09823340471092078,0.20744111349036404,0.3056745182012848
0.10438972162740899,0.21199143468950749,0.3163811563169165
0.10117773019271949,0.21092077087794434,0.31209850107066384
0.10706638115631692,0.21306209850107066,0.32012847965738755
0.10679871520342613,0.2085117773019272,0.3153104925053533
0.10091006423982869,0.21493576017130622,0.3158458244111349
0.10198072805139187,0.2007494646680942,0.3027301927194861
0.10706638115631692,0.20744111349036404,0.31450749464668093
0.10626338329764454,0.20717344753747324,0.31343683083511775
0.09796573875802998,0.21199143468950749,0.3099571734475375
0.10626338329764454,0.20958244111349036,0.3158458244111349
0.10198072805139187,0.21734475374732334,0.3193254817987152
0.10331905781584583,0.21118843683083513,0.31450749464668093
0.10867237687366167,0.20931477516059957,0.31798715203426126
0.10117773019271949,0.21038543897216275,0.31156316916488225
0.10278372591006424,0.2050321199143469,0.3078158458244111
0.09850107066381156,0.21199143468950749,0.31049250535331907
0.10198072805139187,0.21547109207708778,0.31745182012847967
0.1006423982869379,0.21118843683083513,0.31183083511777304
0.10385438972162742,0.2082441113490364,0.31209850107066384
0.10385438972162742,0.20690578158458245,0.31076017130620986
0.10546038543897217,0.21466809421841543,0.32012847965738755
0.10733404710920771,0.2079764453961456,0.3153104925053533
0.10786937901498929,0.20717344753747324,0.3150428265524625
0.0974304068522484,0.20556745182012848,0.3029978586723769
0.1006423982869379,0.20021413276231265,0.30085653104925053
0.1006423982869379,0.2044967880085653,0.30513918629550324
0.10572805139186295,0.21092077087794434,0.3166488222698073
0.10198072805139187,0.2012847965738758,0.3032655246252677
0.10894004282655247,0.21332976445396146,0.3222698072805139
0.10305139186295503,0.2114561027837259,0.31450749464668093
0.10117773019271949,0.2047644539614561,0.30594218415417557
0.10331905781584583,0.21493576017130622,0.31825481798715205
0.10519271948608137,0.21279443254817987,0.31798715203426126
0.10733404710920771,0.20985010706638116,0.3171841541755889
0.09957173447537473,0.21225910064239828,0.31183083511777304
0.10358672376873662,0.2079764453961456,0.31156316916488225
0.10786937901498929,0.20637044967880086,0.31423982869379014
0.10867237687366167,0.20396145610278374,0.31263383297644537
0.10786937901498929,0.21252676659528907,0.32039614561027835
0.10465738758029978,0.20583511777301927,0.31049250535331907
0.10465738758029978,0.21092077087794434,0.3155781584582441
0.10438972162740899,0.21332976445396146,0.31771948608137046
0.10706638115631692,0.21038543897216275,0.31745182012847967
0.1041220556745182,0.2085117773019272,0.31263383297644537
0.10733404710920771,0.20985010706638116,0.3171841541755889
0.10920770877944326,0.20315845824411136,0.31236616702355463
0.10679871520342613,0.21252676659528907,0.3193254817987152
0.10385438972162742,0.21118843683083513,0.3150428265524625
0.1041220556745182,0.21065310492505354,0.3147751605995717
0.10278372591006424,0.21199143468950749,0.3147751605995717
0.1041220556745182,0.21279443254817987,0.3169164882226981
0.10305139186295503,0.20583511777301927,0.3088865096359743
0.10492505353319058,0.21306209850107066,0.31798715203426126
0.10331905781584583,0.21065310492505354,0.31397216274089934
