final_voiced_obstruents,final_voiceless_obstruents,final_obstruents
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
0.14721845318860244,0.18181818181818182,0.32903663500678426
